Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Sex]	Term Source REF	Term Accession Number	Factor Value[Tumor state]	Term Source REF	Term Accession Number	Factor Value[Tumor grade]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Neutral Status]	Term Source REF	Term Accession Number	Factor Value[ER status]	Term Source REF	Term Accession Number	Factor Value[HER2 status]	Term Source REF	Term Accession Number	Factor Value[Intercurrent tumors]	Term Source REF	Term Accession Number	Factor Value[Breed]	Term Source REF	Term Accession Number
N-3	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-3	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				108	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-30	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Chihuahua	NCIT	http://purl.obolibrary.org/obo/NCIT_C53929	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-30	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				12	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Chihuahua		
N-31	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-31	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				48	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-32	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-32	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				80	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Poodle		
N-33	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-33	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				32	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Yorkshire Terrier		
N-34	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-34	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				49	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Poodle		
N-35	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-35	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				48	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-36	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-36	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				60	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-37	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-37	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				60	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-38	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-38	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				72	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-39	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-39	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-40	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-40	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-41	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-41	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-42	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-42	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-43	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-43	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-44	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-44	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-45	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-45	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-46	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-46	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-47	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-47	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-48	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-48	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-49	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-49	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-5	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-5	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-50	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Beagle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53897	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-50	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				18	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399										Beagle		
N-6	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shetland Sheepdog	NCIT	http://purl.obolibrary.org/obo/NCIT_C53756	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-6	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				24	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Shetland Sheepdog		
N-7	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pomeranian	NCIT	http://purl.obolibrary.org/obo/NCIT_C53941	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-7	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Pomeranian		
N-8	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-8	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				84	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346										Maltese		
N-9	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Italian Greyhound	NCIT	http://purl.obolibrary.org/obo/NCIT_C53935	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	N-9	Male	NCIT	http://purl.obolibrary.org/obo/NCIT_C20197	Control Group	NCIT	http://purl.obolibrary.org/obo/NCIT_C28143				8	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101										Italian Greyhound		
