Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Sex]	Term Source REF	Term Accession Number	Factor Value[Tumor state]	Term Source REF	Term Accession Number	Factor Value[Tumor grade]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Neutral Status]	Term Source REF	Term Accession Number	Factor Value[ER status]	Term Source REF	Term Accession Number	Factor Value[HER2 status]	Term Source REF	Term Accession Number	Factor Value[Intercurrent tumors]	Term Source REF	Term Accession Number	Factor Value[Breed]	Term Source REF	Term Accession Number
16K-442	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Mixed Breed	NCIT	http://purl.obolibrary.org/obo/NCIT_C53951	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-442	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Low-grade osteosarcoma			Mixed Breed		
16K-458	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pomeranian	NCIT	http://purl.obolibrary.org/obo/NCIT_C53941	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-458	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex carcinoma (grade 1) (1 site)			Pomeranian		
16K-471	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Cocker Spaniel	NCIT	http://purl.obolibrary.org/obo/NCIT_C53882	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-471	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			192	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 2) (1 site)			Cocker Spaniel		
16K-493	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-493	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Shih Tzu		
16K-496	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-496	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			180	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Numerous tumors on other mammary gland site			Yorkshire Terrier		
16K-505	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-505	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			192	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-577	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Schnauzer	NCIT	http://purl.obolibrary.org/obo/NCIT_C53772	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-577	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Schnauzer		
16K-581	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Chihuahua	NCIT	http://purl.obolibrary.org/obo/NCIT_C53929	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-581	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			228	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Chihuahua		
16K-601	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-601	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			192	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101	Not Available	NCIT	http://purl.obolibrary.org/obo/NCIT_C126101				Poodle		
16K-606	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-606	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Poodle		
16K-615	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pomeranian	NCIT	http://purl.obolibrary.org/obo/NCIT_C53941	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-615	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			72	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Pomeranian		
16K-630	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Cocker Spaniel	NCIT	http://purl.obolibrary.org/obo/NCIT_C53882	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-630	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C15493	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Cocker Spaniel		
16K-634	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-634	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Mammary osteosarcoma (low-grade)			Yorkshire Terrier		
16K-638	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-638	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			107	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Yorkshire Terrier		
16K-642	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-642	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Carcinoma in bening mixed tumor (grade1), Simple carcinoma (grade1)			Maltese		
16K-644	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Schnauzer	NCIT	http://purl.obolibrary.org/obo/NCIT_C53772	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-644	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Schnauzer		
16K-651	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-651	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-667	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-667	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-678	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Mixed Breed	NCIT	http://purl.obolibrary.org/obo/NCIT_C53951	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-678	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	complex carcinoma (grade1), simple adenoma			Mixed Breed		
16K-685	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-685	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			108	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-686	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-686	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			192	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Spleen lymphoma (low-grade)			Shih Tzu		
16K-688	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-688	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	simple carcinoma (grade 1)			Maltese		
16K-695	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Poodle	NCIT	http://purl.obolibrary.org/obo/NCIT_C53858	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-695	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Carcinoma in benign mixed tumor (grade1), Simple adenoma			Poodle		
16K-724	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-724	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1)			Maltese		
16K-725	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-725	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Complex carcinoma (grade2) Complex carcinoma (grade1)			Maltese		
16K-730	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-730	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			108	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-743	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-743	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	3			156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Yorkshire Terrier		
16K-756	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-756	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	2			168	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Maltese		
16K-771	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Maltese	NCIT	http://purl.obolibrary.org/obo/NCIT_C53936	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-771	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	Simple carcinoma (grade 1)			Maltese		
16K-785	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Old English Sheepdog	NCIT	http://purl.obolibrary.org/obo/NCIT_C53755	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-785	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Malignant	NCIT	http://purl.obolibrary.org/obo/NCIT_C14143	1			144	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Complex adenoma, Pyometra			Old English Sheepdog		
16K-031	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Mixed Breed	NCIT	http://purl.obolibrary.org/obo/NCIT_C53951	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-031	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				120	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749				Mixed Breed		
16K-033	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Yorkshire Terrier	NCIT	http://purl.obolibrary.org/obo/NCIT_C53946	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-033	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Yorkshire Terrier		
16K-070	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Pomeranian	NCIT	http://purl.obolibrary.org/obo/NCIT_C53941	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-070	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				132	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748				Pomeranian		
16K-074	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Shih Tzu	NCIT	http://purl.obolibrary.org/obo/NCIT_C53943	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-074	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Neutered	NCIT	http://purl.obolibrary.org/obo/NCIT_C158346	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C68748	benign mixed tumor (1site)			Shih Tzu		
16K-092	Canis lupus familiaris	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9615	urine	BTO	http://purl.obolibrary.org/obo/BTO_0001419	Schnauzer	NCIT	http://purl.obolibrary.org/obo/NCIT_C53772	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	16K-092	Female	NCIT	http://purl.obolibrary.org/obo/NCIT_C16576	Benign	NCIT	http://purl.obolibrary.org/obo/NCIT_C14172				156	month	UO	http://purl.obolibrary.org/obo/UO_0000035	Intact	NCIT	http://purl.obolibrary.org/obo/NCIT_C62399	Positive	NCIT	http://purl.obolibrary.org/obo/NCIT_C15492	Negative	NCIT	http://purl.obolibrary.org/obo/NCIT_C68749	Mammary osteosarcoma (low-grade), ovarian tumor (malignant)			Schnauzer		
